,reviews,aspects,polarity,SUPPORT#QUALITY,KEYBOARD#USABILITY,DISPLAY#QUALITY,DISPLAY#GENERAL,MULTIMEDIA_DEVICES#USABILITY,SOFTWARE#PRICE,DISPLAY#USABILITY,SUPPORT#PRICE,OS#USABILITY,GRAPHICS#DESIGN_FEATURES,LAPTOP#MISCELLANEOUS,COMPANY#GENERAL,SOFTWARE#USABILITY,LAPTOP#QUALITY,DISPLAY#DESIGN_FEATURES,HARD_DISC#DESIGN_FEATURES,MOUSE#USABILITY,OS#DESIGN_FEATURES,LAPTOP#CONNECTIVITY,KEYBOARD#OPERATION_PERFORMANCE,MOUSE#GENERAL,MOUSE#QUALITY,KEYBOARD#GENERAL,MOTHERBOARD#QUALITY,WARRANTY#GENERAL,OS#QUALITY,CPU#OPERATION_PERFORMANCE,OS#OPERATION_PERFORMANCE,SOFTWARE#QUALITY,GRAPHICS#MISCELLANEOUS,OS#GENERAL,FANS_COOLING#OPERATION_PERFORMANCE,KEYBOARD#QUALITY,DISPLAY#OPERATION_PERFORMANCE,MULTIMEDIA_DEVICES#GENERAL,SOFTWARE#OPERATION_PERFORMANCE,LAPTOP#PORTABILITY,PORTS#OPERATION_PERFORMANCE,MOUSE#OPERATION_PERFORMANCE,LAPTOP#USABILITY,POWER_SUPPLY#DESIGN_FEATURES,SOFTWARE#DESIGN_FEATURES,OS#MISCELLANEOUS,MOUSE#DESIGN_FEATURES,MULTIMEDIA_DEVICES#DESIGN_FEATURES,BATTERY#QUALITY,BATTERY#OPERATION_PERFORMANCE,LAPTOP#PRICE,MEMORY#DESIGN_FEATURES,CPU#MISCELLANEOUS,LAPTOP#DESIGN_FEATURES,HARD_DISC#QUALITY,SOFTWARE#GENERAL,KEYBOARD#DESIGN_FEATURES,SHIPPING#QUALITY,HARDWARE#QUALITY,LAPTOP#OPERATION_PERFORMANCE,CPU#DESIGN_FEATURES,MULTIMEDIA_DEVICES#QUALITY
2137,"If you're the type of person that just likes to browse the Internet and enjoy media and do light work with Microsoft office, this is the laptop for you.",['LAPTOP#MISCELLANEOUS'],['positive'],nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2138,Don't expect it to be a champion performer so if you want to play games or whatever this is not the computer for you.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#MISCELLANEOUS']","['neutral', 'negative']",nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,negative,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,neutral,nothing,nothing
2139,It's extremely light weight and slim because of the lack of an optical drive (who uses those anymore anyways) so it easily fits into any college students bag.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#PORTABILITY']","['positive', 'positive']",nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2140,I would recommend this to anyone who doesn't need much out of a computer.,['LAPTOP#MISCELLANEOUS'],['positive'],nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2141,Bought a spare one for college and one for my mom :D,[nan],[nan],nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2142,Happy shopping guys,[nan],[nan],nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2143,I am very happy with this computer.,['LAPTOP#GENERAL'],['positive'],nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2144,"It is exactly what I expected, and the price is excellent!","['LAPTOP#GENERAL', 'LAPTOP#PRICE']","['positive', 'positive']",nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2145,"You are getting what you pay for and in my opinion, it is worth more.","['LAPTOP#GENERAL', 'LAPTOP#PRICE']","['positive', 'positive']",nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2146,Been using it for about 4 hours now and it seems plenty fast and does everything I need it to do.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#GENERAL']","['positive', 'positive']",nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing
2147,Its a very basic laptop.,['LAPTOP#MISCELLANEOUS'],['neutral'],nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,neutral,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2148,"I thought it would have a CD-rom drive, but there isnt one.",['LAPTOP#DESIGN_FEATURES'],['negative'],nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,negative,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2149,Also wish it had a port to plug an internet cord into it because sometimes my wifi router likes to not work.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#CONNECTIVITY']","['negative', 'negative']",nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,negative,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,negative,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2150,But for the price its good.,"['LAPTOP#GENERAL', 'LAPTOP#PRICE']","['positive', 'neutral']",nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,neutral,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2151,Other than the slow CPU it works great for everyday use.,"['CPU#OPERATION_PERFORMANCE', 'LAPTOP#MISCELLANEOUS']","['negative', 'positive']",nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,negative,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2152,Heavy gaming is definitely not it's strong point.,['LAPTOP#MISCELLANEOUS'],['negative'],nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,negative,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2153,The cover is a soft rubber texture without the friction.,['LAPTOP#QUALITY'],['positive'],nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2154,Slick design and looks great.,['LAPTOP#DESIGN_FEATURES'],['positive'],nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2155,"The machine is easy to use, has the power it needs for personal use and some light professional work.","['LAPTOP#USABILITY', 'LAPTOP#MISCELLANEOUS']","['positive', 'positive']",nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2156,"It could be lighter, but couldn't everything.",['LAPTOP#DESIGN_FEATURES'],['neutral'],nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,neutral,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2157,The battery seems adequate for most uses ~ 4.5 hour use/charge.,['BATTERY#OPERATION_PERFORMANCE'],['positive'],nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2158,Screen is clear and bright.,['DISPLAY#QUALITY'],['positive'],nothing,nothing,positive,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2159,Glad it has the DVD drive.,['LAPTOP#DESIGN_FEATURES'],['positive'],nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2160,Perfectly adequate.,['LAPTOP#GENERAL'],['positive'],nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2161,Great PC.,['LAPTOP#GENERAL'],['positive'],nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2162,"The i7 is incredibly fast, the RAM makes it proper for several games (not on maximum quality).","['LAPTOP#OPERATION_PERFORMANCE', 'MEMORY#DESIGN_FEATURES', 'LAPTOP#MISCELLANEOUS']","['positive', 'positive', 'positive']",nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing
2163,Great sound quality too.,['MULTIMEDIA_DEVICES#QUALITY'],['positive'],nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive
2164,Nice laptop.,['LAPTOP#GENERAL'],['positive'],nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2165,"I use it for school, its quick and has everything I need on it.","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#GENERAL']","['positive', 'positive']",nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing
2166,Good battery life as well.,['BATTERY#OPERATION_PERFORMANCE'],['positive'],nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,positive,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2167,Wifi card not working right out of the box.,"['LAPTOP#CONNECTIVITY', 'HARDWARE#QUALITY', 'HARDWARE#OPERATION_PERFORMANCE']","['negative', 'negative', 'negative']",nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,negative,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,negative,nothing,nothing,nothing
2168,Dealing with HP support is a ridiculous and painful experience.,['SUPPORT#QUALITY'],['negative'],negative,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
2169,"I have spent more than 2.5 hours on the phone with them (over 4 different calls), only to get no where.",['SUPPORT#QUALITY'],['negative'],negative,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
